name,price,type,location,descriptions,kind,age,Secteur,Salons,etage,frais_syndic,surface 
Villa dans résidence proche mosquée Brahim Khalil,1 850 000 DH,Maisons et villas,El Jadida,"Belle villa 3 faces dans résidence sécurisée proche mosquée Brahim khalil
Référence VV1fev23
Type Vente
Description 3 faces avec jardin, résidence avec piscine, arborée, gardien, parking s","Maisons et Villas, à vendre",6-10 ans,Autre secteur,2,,,
شقة سفلية شوكة بلكراج 128متر,790 000 DH,Appartements,Bouznika,شقة سفلية مشمشة طيلة نهار شوكة فيها كراج سيارة الثمن قابل لتفاوض,"Appartements, à vendre",Neuf,Autre secteur,2,Rez de chaussée,50,
apparemment,290 000 DH,Appartements,Berrechid,apparemment berrechid,"Appartements, à vendre",,Toute la ville,1,3,,
Appartement meublé,520 000 DH,Appartements,Bouznika,"Appartement meublé à vendre:
Un appartement meublé (à 5km de la plage) dans une résidence clôturée à la ville de Bouznika avec piscine et sécurité jour et nuit.
- superficie de l'appartement","Appartements, à vendre",1-5 ans,Autre secteur,1,,,
villa a vendre,1 600 000 DH,Maisons et villas,Marrakech,فيلا للبيع المساحة 1000 م ملكية طريق ورزازات كلم 10,"Maisons et Villas, à vendre",1-5 ans,Route de Fès,2,,,
Ferme 12 Hectares,1 200 000 DH,Terrains et fermes,Loudaya,"A Vendre Ferme 12. 6 Hectares avec 4 Puis et bassin de Stockage pompages avec Panneau solaire et irrigation par GOUTE à GOUTE
avec 2800 Arbre d'olives
et 1700 Arbre de Resin
أرضى فلاحي","Terrains et Fermes, à vendre",,Toute la ville,,,,
Appartement 100m à Quartiers Des Hôpitaux,1 280 000 DH,Appartements,Casablanca,"Quartier des hôpitaux
a vendre très joli appartement de 100 m2 au 4éme étage sans vis a vis très bien ensoleille
a vendre avec bon prix a 128 millions
l'appartement contient double salon","Appartements, à vendre",,Quartier des Hôpitaux,1,4,,
Superbe appartement,Prix non spécifié,Appartements,Safi,Je mets en vente mon appartement ensoleillé de 120 m² situé à l'avenue Moulay Youssef en ville nouvelle.Il se compose de 3 Chambres avec rideaux électriques et climatiseurs ( dont 1 avec balcon vue su,"Appartements, à vendre",6-10 ans,Ville Nouvelle,2,4,200,
أرض نواحي بوزنيقة بها سكن,Prix non spécifié,Terrains et fermes,Bouznika,أرض فلاحية موقع مابين بوزنيقة بنسليمان بها سكن إسطبل أشجار مثمرة متنوعة دخل ليها كهرباء الماء تثير فونسي مباني محفظة,"Terrains et Fermes, à vendre",,Autre secteur,,,,
apprtm wifa9 ain sebaa,Prix non spécifié,Appartements,Casablanca,apprtm HDA tram station wifa9 .2chambre salon cuisin WC hamam mchamsa fiha balcon .2000dh pour les maries .3eme étage.agence immobilière,"Appartements, à vendre",,Aïn Sebaâ,,,,
Appartement 60m² Marrakech centre,520 000 DH,Appartements,Marrakech,"2 chambres salon cuisine kolwar salle de bain 1balcon 1etage
A vendre à Guelize centre ville kech","Appartements, à vendre",Neuf,Centre Ville,1,1,,
شقة بحي تاشفين 78م 4 محلات,540 000 DH,Appartements,Marrakech,"3 chambres salon cuisine kolwar 2 salle de bain
A vendre à azli tachfin سكن خاص","Appartements, à vendre",Neuf,Azli,1,Rez de chaussée,,
Appartement à vendre à wifak,1 300 000 DH,Appartements,Temara,Appartement à vendre à wifak dans une immeuble calme et sécurisée avec ascenseur et garage sous terrain au quatrième étage ensoleillée (casa et kabla) l'appartement se compose de trois chambres avec p,"Appartements, à vendre",,Wifak,1,4,,
Appartement neuf de lux 200m² en Vente à wifak,2 800 000 DH,Appartements,Temara,"Appartement neuf de lux en vente à wifak dans une résidence calme et sécurisée avec ascenseur et garage sous sol au quatrième étage avec trois façades ensoleillé.
l'appartement se compose d'une","Appartements, à vendre",Neuf,Wifak,2,4,,
Appartement à Vendre à Rabat Hay Riad,Prix non spécifié,Appartements,Rabat,Nous mettons a votre disposition une magnifique appartement à Vendre à Rabat Hay Riad très bien ensoleilè dans un parfaite endroit de trois façades au premiere étage sans vis à vis d'une superficie de,"Appartements, à vendre",,Hay Riad,3,1,400,
Local commercial à Rabat,Prix non spécifié,"Magasins, commerces et locaux industriels",Rabat,"à vendre, un Magasin de 23 m2. Bien situé au quartier Hassan dans la ville de Rabat. Pas de travaux d'aménagement à prévoir.","Magasins, Commerces et Locaux industriels, à vendre",,Hassan,,,,
villa 420m² en Vente à Salé Hay chmaou,4 500 000 DH,Maisons et villas,Salé,"villa de 420m² en Vente à Salé Hay chmaou se compose de trois niveaux :
*Sous sol: grande cuisine 25m2 + grand hall + 2 grande chambres + 2 toilettes et douche.
*RDC : grand salon marocain 60","Maisons et Villas, à vendre",,Hay Chmaou,2,,,
Terrain R2 en Vente à Temara,Prix non spécifié,Terrains et fermes,Temara,"Rachad Immo met en vente terrain R2 sur Hay Wifak temara.
Pour plus de renseignements veuillez contacter notre agence","Terrains et Fermes, à vendre",,Wifak,,,,
NFAS IMMO - Vente. Construction. Accompagnement,Prix non spécifié,Terrains et fermes,Benslimane,"La société NFAS IMMO vous souhaite la bienvenue.
Nous sommes spécialisés dans l'achat et la vente de terrains, de fermes, et de villas à Benslimane et sa région, et pouvons vous proposer dès à pré","Terrains et Fermes, à vendre",,Autre secteur,,,,
Saroute Aprt de 90 m2 Bd Moustafa Lamaani vente,300 000 DH,Appartements,Casablanca,Très jolie Saroute Aprt/Bureau sup de 90 m2 au Rdc entre sol IMM propre et bien sécurisé bien finie et entretenue aucun réparation à prévoir au Bd Moustafa Lamaani à une très bonne proximité se compos,"Appartements, à vendre",21+ ans,Centre Ville,1,1,50,
Appartement 88m² en Vente à Kénitra,510 000 DH,Appartements,Kénitra,Appartement 2/3 chambres dans une résidence de standing a Mehdia a partir de 510 000dh,"Appartements, à vendre",Neuf,Autre secteur,1,1,,
Appartement à Vendre à Rabat Hay Riad,Prix non spécifié,Appartements,Rabat,Nous mettons a votre disposition une magnifique appartement à Vendre à Rabat Hay Riad très bien ensoleilè dans un parfaite endroit de trois façades au premiere étage sans vis à vis d'une superficie de,"Appartements, à vendre",,Hay Riad,3,1,400,
Local commercial à Rabat,Prix non spécifié,"Magasins, commerces et locaux industriels",Rabat,"à vendre, un Magasin de 23 m2. Bien situé au quartier Hassan dans la ville de Rabat. Pas de travaux d'aménagement à prévoir.","Magasins, Commerces et Locaux industriels, à vendre",,Hassan,,,,
villa 420m² en Vente à Salé Hay chmaou,4 500 000 DH,Maisons et villas,Salé,"villa de 420m² en Vente à Salé Hay chmaou se compose de trois niveaux :
*Sous sol: grande cuisine 25m2 + grand hall + 2 grande chambres + 2 toilettes et douche.
*RDC : grand salon marocain 60","Maisons et Villas, à vendre",,Hay Chmaou,2,,,
Terrain R2 en Vente à Temara,Prix non spécifié,Terrains et fermes,Temara,"Rachad Immo met en vente terrain R2 sur Hay Wifak temara.
Pour plus de renseignements veuillez contacter notre agence","Terrains et Fermes, à vendre",,Wifak,,,,
NFAS IMMO - Vente. Construction. Accompagnement,Prix non spécifié,Terrains et fermes,Benslimane,"La société NFAS IMMO vous souhaite la bienvenue.
Nous sommes spécialisés dans l'achat et la vente de terrains, de fermes, et de villas à Benslimane et sa région, et pouvons vous proposer dès à pré","Terrains et Fermes, à vendre",,Autre secteur,,,,
Saroute Aprt de 90 m2 Bd Moustafa Lamaani vente,300 000 DH,Appartements,Casablanca,Très jolie Saroute Aprt/Bureau sup de 90 m2 au Rdc entre sol IMM propre et bien sécurisé bien finie et entretenue aucun réparation à prévoir au Bd Moustafa Lamaani à une très bonne proximité se compos,"Appartements, à vendre",21+ ans,Centre Ville,1,1,50,
Appartement 88m² en Vente à Kénitra,510 000 DH,Appartements,Kénitra,Appartement 2/3 chambres dans une résidence de standing a Mehdia a partir de 510 000dh,"Appartements, à vendre",Neuf,Autre secteur,1,1,,
Lot villa deux façades a Ain aouda,700 000 DH,Terrains et fermes,Ain Aouda,"Lot villa a Ain aouda avec deux façades ensoleillé superficie 302 mètre carré prix 700000 dh
Pour plus d'informations n'hésitez pas à me contacter votre agence immobilière.","Terrains et Fermes, à vendre",,Toute la ville,,,,
Terrain Villa Jumelée 300m² en Vente à Dar Bouazza,1 500 000 DH,Terrains et fermes,Dar Bouazza,"Vous proposons à la vente lot de terrain titré de 300 m² pour construction d'une villa jumelée en 3 niveaux ,dans un endroit calme à Dar Bouazza quartier Domaine de derb. Bien orientée et d'un accès f","Terrains et Fermes, à vendre",,Toute la ville,,,,
maisons en vendre 65 m a marchane,780 000 DH,Maisons et villas,Tanger,maisons de 3 ètage et domi a vendre situè dans une quartier très calme,"Maisons et Villas, à vendre",,Marchane,,,,
Appartement bureau à usage d'habitation Haddada,300 000 DH,Appartements,Kénitra,"Salam,
On vous propose un appartement (bureau à usage d'habitation) d'une superficie de 63 m² 1er étage avec un très bon prix : 30 millions de centimes.
**VUE SUR LA FAÇADE**

*IL comp","Appartements, à vendre",,El Haddada,1,1,,
Terrain à jnane californie,22 000 DH,Terrains et fermes,Casablanca,"On mets en vente des terrains immeubles pour construire votre maison de rêve,situés à jnane california en R+3 et R+2 , les lots dispose d’une situation exceptionnels dans un quartier chic , calme et d","Terrains et Fermes, à vendre",,Aïn Chock,,,,
belle appartement,Prix non spécifié,Appartements,Laâyoune,"je met en vente un appartement titré bien ensoleillé et bien placé [ pres du place sahat lmichwar] avec deux faces et meublé.
pour tt information veuillez bien me contacter.","Appartements, à vendre",6-10 ans,Toute la ville,1,3,50,
شقة,430 000 DH,Appartements,Marrakech,شقة للبيع في النجد مبروكة. سمسار لا,"Appartements, à vendre",11-20 ans,Mabrouka,1,2,100,
بقعة أرضية,70 000 DH,Terrains et fermes,Marrakech,بقعة زوينة محاطة مفججة,"Terrains et Fermes, à vendre",,Hay Al Haouz,,,,
Apparts Neuf 79 80 93m A Sidi Maarouf,987 500 DH,Appartements,Casablanca,"Les Appartements Neuf A Sidi Maarouf proche casaneachor et proche Auto Route vers Marrakech
1etage 2ème étage etage 3 étage 79m 80m 93m
Salon+3chambres+cuisine équipée+2sdb +balcon bon finiti","Appartements, à vendre",,Sidi Maarouf,1,1,,
Lot de villa en Vente à Temara val d'or,2 470 000 DH,Terrains et fermes,Temara,"Lot de villa à vendre à harhoura Val d'or superficie de terrain 247 mètre carré prix 10000dh/mètre.
Pour plus d'informations n'hésitez pas à me contacter votre agence immobilière.","Terrains et Fermes, à vendre",,Val d'or,,,,
Appartement 3 chambres en vente à Sala Al Jadida,9 000 DH,Appartements,Salé,"La résidence Belvédère se situe en plein centre de Sala El Jadida et à 10 min de Rabat, elle est composée de 5 ilots R+5 et propose des appartements de 2 à 3 chambres et salon, lumineux aux espaces de","Appartements, à vendre",Neuf,Sala el Jadida,1,3,,
Appartement 3 chambres en vente à Sala Al Jadida,9 000 DH,Appartements,Salé,"La résidence Belvédère se situe en plein centre de Sala El Jadida et à 10 min de Rabat, elle est composée de 5 ilots R+5 et propose des appartements de 2 à 3 chambres et salon, lumineux aux espaces de","Appartements, à vendre",Neuf,Sala el Jadida,1,3,,
Appartement 2 chambres en vente à Sala Al Jadida,9 000 DH,Appartements,Salé,"La résidence Belvédère se situe en plein centre de Sala El Jadida et à 10 min de Rabat, elle est composée de 5 ilots R+5 et propose des appartements de 2 à 3 chambres et salon, lumineux aux espaces de","Appartements, à vendre",Neuf,Sala el Jadida,1,2,,
Apparts 56m jusqu'à 144m Av Piscine Tanja balia,560 000 DH,Appartements,Tanger,"Résidence Fermée sécurisée 24/24 à Tanja Balia
Avec Des 7 Piscines projet en cours de construction
L'avance 50% date Livraison presque 18 mois
Bénéficiant d’un emplacement stratégique et","Appartements, à vendre",,Tanja Balia,1,1,,
Des apparts 85m à 130m Av Piscine,892 500 DH,Appartements,Tanger,"Résidence Neuf A mesnana Avec piscine
5 minutes du centre commercial Socco Alto à proximité du Golf Royal,
projet Haut Standing

Une résidence en R+7 avec ascenseur et parking en sou","Appartements, à vendre",,Mesnana,1,3,,
Terrain et ferme en Vente à Bouskoura,Prix non spécifié,Terrains et fermes,Bouskoura,"ensoleiller toutes la journée avec des écurie pour cheveaux et un grand terrain agricole
ps : pour les intéresser","Terrains et Fermes, à vendre",,Toute la ville,,,,
villa 270m² en Vente à wifak près de Carrefour,4 500 000 DH,Maisons et villas,Temara,"Villa à vendre à wifak près de Carrefour d'une superficie de terrain de 211 mètre carré se compose d'une :
* chambres parental
* trois chambres avec placards
*Quatre SDB
* trois Salon","Maisons et Villas, à vendre",1-5 ans,Wifak,3,,,
دار للبيع بثلاث واجهات في موقع ممتاز,290 000 DH,Maisons et villas,Tanger,"دار للبيع بثلاث واجهات ( 6متر -4متر -4متر )
قريبة للطريق 12 متر وطريق تطوان، مساحة الارض 62 متر والسطح 83 متر.","Maisons et Villas, à vendre",,Autre secteur,,,,
Appartement,470 000 DH,Appartements,Temara,App en premier étage 2 façades 9abla et Rabat 2 chambre 1 salon 1 SDB prix 470000 negociable,"Appartements, à vendre",,Maghreb Arabi,1,1,,
appartement a vendre Gautier,1 000 000 DH,Appartements,Casablanca,"un appartement a Gautier entre bv anfa et bv ziraoui 93m et 88 m vendable
au 5 et dernier étage
se compose de ,2 chambre salon cuisine terrasse sdb garage très bien ensoleillé près de tout","Appartements, à vendre",21+ ans,Bourgogne,1,5,200,
Studios Neuf 40m 54m à 61m Près Ghandi,857 000 DH,Appartements,Casablanca,"Que vous soyez jeune actif, investisseur ou simplement à la recherche de votre futur logement à Casablanca, le projet Studio Blue skies vous propose des biens qui correspondent en tous points à vos at","Appartements, à vendre",,Riviera,1,3,,
Belle Appartement 100m² en Vente à Kénitra,620 000 DH,Appartements,Kénitra,"Appartement bien ensoleillée de 100 m² à lotissement alliance mehdia Kenitra.

*Données du bien :
- Nombre de salles de bain 2
- Nombre de sallon : 2
- Cuisine s","Appartements, à vendre",Neuf,Autre secteur,2,3,,
